"source"	"mor"	"target"	"likelihood"
"7627"	"Camk2b"	1	"Camk2b_S327"	1
"7628"	"Camk2b"	1	"Camk2b_T400"	1
"7629"	"Camk2b"	1	"Camk2b_S371"	1
"7630"	"Camk2b"	1	"Camk2b_T307"	1
"7631"	"Camk2b"	1	"Camk2b_T382"	1
"7632"	"Camk2b"	1	"Camk2b_T334"	1
"7633"	"Camk2b"	1	"Camk2b_T254"	1
"7634"	"Camk2b"	1	"Grin2a_S1291"	1
"7635"	"Camk2b"	1	"Hsf1_S230"	1
"7636"	"Camk2b"	1	"Cfl2_S24"	1
"7637"	"Camk2b"	1	"Pla2g4a_S515"	1
"7638"	"Camk2b"	1	"Plcb3_S537"	1
"7639"	"Camk2b"	1	"Stmn1_S16"	1
"7640"	"Camk2b"	1	"Grin2b_S383"	1
"7641"	"Camk2b"	1	"Grin2b_S1303"	1
"7642"	"Camk2b"	1	"Creb1_S133"	1
"7643"	"Camk2b"	1	"Creb1_S142"	1
"7644"	"Camk2b"	1	"Ctnnb1_T472"	1
"7645"	"Camk2b"	1	"Ctnnb1_T332"	1
"7646"	"Camk2b"	1	"Ctnnb1_S552"	1
"7647"	"Camk2b"	1	"Gsk3a_S21"	1
"7648"	"Camk2b"	1	"Shank3_S694"	1
"7649"	"Camk2b"	1	"Prkaa1_T183"	1
"7650"	"Camk2b"	1	"Pea15_S116"	1
"7651"	"Camk2b"	1	"Smad2_S240"	1
"7652"	"Camk2b"	1	"Vps72_T86"	1
"7653"	"Camk2b"	1	"Vps72_T137"	1
"7654"	"Camk2b"	1	"Vps72_T168"	1
"7655"	"Camk2b"	1	"Mylk_S815"	1
"7656"	"Camk2b"	1	"Dlgap3_S930"	1
"7657"	"Camk2b"	1	"Ppp1r9b_S100"	1
"7658"	"Camk2b"	1	"Ppp1r9b_S99"	1
"7659"	"Camk2b"	1	"Lrrc7_S1392"	1
"7660"	"Camk2b"	1	"Lrrc7_T827"	1
"7661"	"Camk2b"	1	"Lrrc7_S826"	1
"7662"	"Camk2b"	1	"Cyld_S362"	1
"7663"	"Camk2b"	1	"Cyld_S418"	1
"7664"	"Camk2b"	1	"Dlg1_S232"	1
"7665"	"Camk2b"	1	"Dlgap2_S1012"	1
"7666"	"Camk2b"	1	"Flna_S2523"	1
"7667"	"Camk2b"	1	"Qdpr_S223"	1
"7668"	"Camk2b"	1	"Retreg1_S151"	1
"7669"	"Camk2b"	1	"Adcy3_S1077"	1
"7670"	"Camk2b"	1	"Ppp1r14a_T38"	1
"7671"	"Camk2b"	1	"Camk2g_T287"	1
"7672"	"Camk2b"	1	"Dlgap1_S691"	1
"7673"	"Camk2b"	1	"Dlgap1_S947"	1
"7674"	"Camk2b"	1	"Dlgap1_S389"	1
"7675"	"Camk2b"	1	"Dlgap1_S350"	1
"7676"	"Camk2b"	1	"Cdc20_S51"	1
"7677"	"Camk2b"	1	"Gsk3b_S9"	1
"7678"	"Camk2b"	1	"Kcnd2_S438"	1
"7679"	"Camk2b"	1	"Kcnd2_S459"	1
"7680"	"Prkcd"	1	"Card9_T231"	1
"7681"	"Prkcd"	1	"Ep300_T885"	1
"7682"	"Prkcd"	1	"Ep300_S89"	1
"7683"	"Prkcd"	1	"Fga_S578"	1
"7684"	"Prkcd"	1	"Hax1_S211"	1
"7685"	"Prkcd"	1	"Sdc4_S179"	1
"7686"	"Prkcd"	1	"Limk2_S283"	1
"7687"	"Prkcd"	1	"Limk2_T484"	1
"7688"	"Prkcd"	1	"Limk2_S262"	1
"7689"	"Prkcd"	1	"Gnaz_S27"	1
"7690"	"Prkcd"	1	"Gnaz_S16"	1
"7691"	"Prkcd"	1	"Mybpc3_S273"	1
"7692"	"Prkcd"	1	"Mybpc3_S302"	1
"7693"	"Prkcd"	1	"Mybpc3_S284"	1
"7694"	"Prkcd"	1	"Mybpc3_S282"	1
"7695"	"Prkcd"	1	"Kcnj1_S164"	1
"7696"	"Prkcd"	1	"Kcnj1_S182"	1
"7697"	"Prkcd"	1	"Shoc2_S297"	1
"7698"	"Prkcd"	1	"Shoc2_T71"	1
"7699"	"Prkcd"	1	"Best1_S358"	1
"7700"	"Prkcd"	1	"Tp53_S18"	1
"7701"	"Prkcd"	1	"Gfap_S15"	1
"7702"	"Prkcd"	1	"Src_S12"	1
"7703"	"Prkcd"	1	"Ptprc_S1010"	1
"7704"	"Prkcd"	1	"Ckm_S128"	1
"7705"	"Prkcd"	1	"Cdh1_T792"	1
"7706"	"Prkcd"	1	"Myod1_T115"	1
"7707"	"Prkcd"	1	"Anxa1_S27"	1
"7708"	"Prkcd"	1	"Eef1a1_T432"	1
"7709"	"Prkcd"	1	"Bcl2_S70"	1
"7710"	"Prkcd"	1	"Mapt_S581"	1
"7711"	"Prkcd"	1	"Mapt_S692"	1
"7712"	"Prkcd"	1	"Mapt_S300"	1
"7713"	"Prkcd"	1	"Mapt_S205"	1
"7714"	"Prkcd"	1	"Mapt_S597"	1
"7715"	"Prkcd"	1	"Krt8_S103"	1
"7716"	"Prkcd"	1	"Krt8_S458"	1
"7717"	"Prkcd"	1	"Krt8_S34"	1
"7718"	"Prkcd"	1	"Krt8_S80"	1
"7719"	"Prkcd"	1	"Itgb2_S747"	1
"7720"	"Prkcd"	1	"Itgb2_S758"	1
"7721"	"Prkcd"	1	"Itgb2_T760"	1
"7722"	"Prkcd"	1	"Cd3g_S148"	1
"7723"	"Prkcd"	1	"Hspb1_S15"	1
"7724"	"Prkcd"	1	"Hspb1_S86"	1
"7725"	"Prkcd"	1	"Lmnb1_S396"	1
"7726"	"Prkcd"	1	"Lmnb1_S406"	1
"7727"	"Prkcd"	1	"Cd44_S291"	1
"7728"	"Prkcd"	1	"Met_S986"	1
"7729"	"Prkcd"	1	"Cnp_S9"	1
"7730"	"Prkcd"	1	"Atf2_S340"	1
"7731"	"Prkcd"	1	"Atf2_S368"	1
"7732"	"Prkcd"	1	"Ptpra_S184"	1
"7733"	"Prkcd"	1	"Ptpra_S204"	1
"7734"	"Prkcd"	1	"Ptpra_S180"	1
"7735"	"Prkcd"	1	"Adrb2_S262"	1
"7736"	"Prkcd"	1	"Adrb2_S261"	1
"7737"	"Prkcd"	1	"Adrb2_S345"	1
"7738"	"Prkcd"	1	"Adrb2_S346"	1
"7739"	"Prkcd"	1	"F3_S291"	1
"7740"	"Prkcd"	1	"Abcb1a_S663"	1
"7741"	"Prkcd"	1	"Abcb1a_S667"	1
"7742"	"Prkcd"	1	"Ppara_S110"	1
"7743"	"Prkcd"	1	"Ppara_T129"	1
"7744"	"Prkcd"	1	"Ppara_S179"	1
"7745"	"Prkcd"	1	"Cat_S167"	1
"7746"	"Prkcd"	1	"Asgr2_S13"	1
"7747"	"Prkcd"	1	"Itgb7_T783"	1
"7748"	"Prkcd"	1	"Itgb7_T782"	1
"7749"	"Prkcd"	1	"Fli1_T312"	1
"7750"	"Prkcd"	1	"Cftr_S790"	1
"7751"	"Prkcd"	1	"Marcks_S167"	1
"7752"	"Prkcd"	1	"Marcks_S152"	1
"7753"	"Prkcd"	1	"Marcks_S156"	1
"7754"	"Prkcd"	1	"Marcks_S163"	1
"7755"	"Prkcd"	1	"Marcks_S160"	1
"7756"	"Prkcd"	1	"Marcks_S171"	1
"7757"	"Prkcd"	1	"Gjb1_S233"	1
"7758"	"Prkcd"	1	"Gjb1_S229"	1
"7759"	"Prkcd"	1	"Prkcd_S299"	1
"7760"	"Prkcd"	1	"Prkcd_T295"	1
"7761"	"Prkcd"	1	"Prkcd_T141"	1
"7762"	"Prkcd"	1	"Prkcd_T505"	1
"7763"	"Prkcd"	1	"Prkcd_S643"	1
"7764"	"Prkcd"	1	"Prkcd_T218"	1
"7765"	"Prkcd"	1	"Prkcd_T509"	1
"7766"	"Prkcd"	1	"Prkcd_S645"	1
"7767"	"Prkcd"	1	"Prkcd_S504"	1
"7768"	"Prkcd"	1	"Prkcd_S662"	1
"7769"	"Prkcd"	1	"Ptpn22_S35"	1
"7770"	"Prkcd"	1	"C5ar1_T335"	1
"7771"	"Prkcd"	1	"Dbi_T42"	1
"7772"	"Prkcd"	1	"Ptger4_S485"	1
"7773"	"Prkcd"	1	"Ptger4_S462"	1
"7774"	"Prkcd"	1	"Ptger4_S432"	1
"7775"	"Prkcd"	1	"Bdkrb2_S374"	1
"7776"	"Prkcd"	1	"Oprd1_S344"	1
"7777"	"Prkcd"	1	"Hes1_S38"	1
"7778"	"Prkcd"	1	"Hes1_S37"	1
"7779"	"Prkcd"	1	"Irs1_S1097"	1
"7780"	"Prkcd"	1	"Irs1_S357"	1
"7781"	"Prkcd"	1	"Irs1_S1222"	1
"7782"	"Prkcd"	1	"Irs1_S612"	1
"7783"	"Prkcd"	1	"Irs1_S318"	1
"7784"	"Prkcd"	1	"Irs1_S1224"	1
"7785"	"Prkcd"	1	"Irs1_S24"	1
"7786"	"Prkcd"	1	"Irs1_S1101"	1
"7787"	"Prkcd"	1	"Irs1_S307"	1
"7788"	"Prkcd"	1	"Irs1_S324"	1
"7789"	"Prkcd"	1	"Ptpn1_S380"	1
"7790"	"Prkcd"	1	"Ptpn12_S39"	1
"7791"	"Prkcd"	1	"Tagln_S181"	1
"7792"	"Prkcd"	1	"Stat1_S727"	1
"7793"	"Prkcd"	1	"Stat3_S726"	1
"7794"	"Prkcd"	1	"Stat3_S727"	1
"7795"	"Prkcd"	1	"Nr2f6_S84"	1
"7796"	"Prkcd"	1	"Sdc2_S188"	1
"7797"	"Prkcd"	1	"Crebbp_S436"	1
"7798"	"Prkcd"	1	"Glrb_S425"	1
"7799"	"Prkcd"	1	"Lmna_S5"	1
"7800"	"Prkcd"	1	"Lmna_S22"	1
"7801"	"Prkcd"	1	"Lmna_T416"	1
"7802"	"Prkcd"	1	"Lmna_S626"	1
"7803"	"Prkcd"	1	"Lmna_T199"	1
"7804"	"Prkcd"	1	"Lmna_S403"	1
"7805"	"Prkcd"	1	"Lmna_S404"	1
"7806"	"Prkcd"	1	"Lmna_T480"	1
"7807"	"Prkcd"	1	"Fosl1_T219"	1
"7808"	"Prkcd"	1	"Fosl1_T229"	1
"7809"	"Prkcd"	1	"Tnni3_T144"	1
"7810"	"Prkcd"	1	"Tnni3_S24"	1
"7811"	"Prkcd"	1	"Tnni3_S23"	1
"7812"	"Prkcd"	1	"Cdk5_T77"	1
"7813"	"Prkcd"	1	"Gabrb1_S434"	1
"7814"	"Prkcd"	1	"Pa2g4_S360"	1
"7815"	"Prkcd"	1	"Plcb3_S1105"	1
"7816"	"Prkcd"	1	"Kcnj4_T53"	1
"7817"	"Prkcd"	1	"Nadk_S64"	1
"7818"	"Prkcd"	1	"Nadk_S46"	1
"7819"	"Prkcd"	1	"Nrgn_S36"	1
"7820"	"Prkcd"	1	"Fgf1_S131"	1
"7821"	"Prkcd"	1	"Hnrnpk_S379"	1
"7822"	"Prkcd"	1	"Hnrnpk_S302"	1
"7823"	"Prkcd"	1	"Hnrnpk_S284"	1
"7824"	"Prkcd"	1	"Rps6_S235"	1
"7825"	"Prkcd"	1	"Rps6_S240"	1
"7826"	"Prkcd"	1	"Rps6_S236"	1
"7827"	"Prkcd"	1	"Rps3_T221"	1
"7828"	"Prkcd"	1	"Rps3_S6"	1
"7829"	"Prkcd"	1	"Cyth2_S392"	1
"7830"	"Prkcd"	1	"Ywhaz_S58"	1
"7831"	"Prkcd"	1	"Prkcg_T514"	1
"7832"	"Prkcd"	1	"H3c11_T46"	1
"7833"	"Prkcd"	1	"Ywhah_S59"	1
"7834"	"Prkcd"	1	"Ywhah_S58"	1
"7835"	"Prkcd"	1	"Pip5k1b_S413"	1
"7836"	"Prkcd"	1	"Pebp1_T153"	1
"7837"	"Prkcd"	1	"Nos3_T494"	1
"7838"	"Prkcd"	1	"Elavl1_S318"	1
"7839"	"Prkcd"	1	"Elavl1_S221"	1
"7840"	"Prkcd"	1	"Erf_S185"	1
"7841"	"Prkcd"	1	"Erf_S491"	1
"7842"	"Prkcd"	1	"Cxcr4_S324"	1
"7843"	"Prkcd"	1	"Cxcr4_S329"	1
"7844"	"Prkcd"	1	"Cxcr4_S326"	1
"7845"	"Prkcd"	1	"Cxcr4_S328"	1
"7846"	"Prkcd"	1	"H3c3_T46"	1
"7847"	"Prkcd"	1	"G6pd2_T10"	1
"7848"	"Prkcd"	1	"Ncf4_T154"	1
"7849"	"Prkcd"	1	"Ncf4_S315"	1
"7850"	"Prkcd"	1	"Pam_S935"	1
"7851"	"Prkcd"	1	"Grm1_T695"	1
"7852"	"Prkcd"	1	"Pld2_T566"	1
"7853"	"Prkcd"	1	"Dab2_S24"	1
"7854"	"Prkcd"	1	"Shc1_S139"	1
"7855"	"Prkcd"	1	"Shc1_S29"	1
"7856"	"Prkcd"	1	"Shc1_S28"	1
"7857"	"Prkcd"	1	"Pgr_S400"	1
"7858"	"Prkcd"	1	"Il6st_T908"	1
"7859"	"Prkcd"	1	"Il6st_S889"	1
"7860"	"Prkcd"	1	"G6pdx_T236"	1
"7861"	"Prkcd"	1	"G6pdx_S180"	1
"7862"	"Prkcd"	1	"Grin2b_S1303"	1
"7863"	"Prkcd"	1	"Egfr_T680"	1
"7864"	"Prkcd"	1	"Adra2a_S247"	1
"7865"	"Prkcd"	1	"Aqp1_T157"	1
"7866"	"Prkcd"	1	"Aqp1_T239"	1
"7867"	"Prkcd"	1	"Ctnnb1_S715"	1
"7868"	"Prkcd"	1	"Chat_S487"	1
"7869"	"Prkcd"	1	"Chat_S451"	1
"7870"	"Prkcd"	1	"Chat_S596"	1
"7871"	"Prkcd"	1	"Runx2_S326"	1
"7872"	"Prkcd"	1	"Ncf1_T305"	1
"7873"	"Prkcd"	1	"Ncf1_T379"	1
"7874"	"Prkcd"	1	"Ncf1_S321"	1
"7875"	"Prkcd"	1	"Ncf1_S304"	1
"7876"	"Prkcd"	1	"Ncf1_S329"	1
"7877"	"Prkcd"	1	"Ncf1_S370"	1
"7878"	"Prkcd"	1	"Ncf1_S381"	1
"7879"	"Prkcd"	1	"Ncf1_S316"	1
"7880"	"Prkcd"	1	"Gsk3a_S21"	1
"7881"	"Prkcd"	1	"Hvcn1_T10"	1
"7882"	"Prkcd"	1	"Hvcn1_T29"	1
"7883"	"Prkcd"	1	"Nlrc4_S533"	1
"7884"	"Prkcd"	1	"Grm5_S839"	1
"7885"	"Prkcd"	1	"Grm5_T840"	1
"7886"	"Prkcd"	1	"Cttn_S418"	1
"7887"	"Prkcd"	1	"Cttn_S405"	1
"7888"	"Prkcd"	1	"Nfe2l2_S40"	1
"7889"	"Prkcd"	1	"Trpc6_S448"	1
"7890"	"Prkcd"	1	"Ocln_S342"	1
"7891"	"Prkcd"	1	"Lcp1_S5"	1
"7892"	"Prkcd"	1	"Cyba_T147"	1
"7893"	"Prkcd"	1	"Fscn1_S39"	1
"7894"	"Prkcd"	1	"Ddx5_S557"	1
"7895"	"Prkcd"	1	"Pea15_S104"	1
"7896"	"Prkcd"	1	"Ppp1r14b_T57"	1
"7897"	"Prkcd"	1	"Prkd1_S912"	1
"7898"	"Prkcd"	1	"Prkd1_S744"	1
"7899"	"Prkcd"	1	"Prkd1_S206"	1
"7900"	"Prkcd"	1	"Prkd1_S748"	1
"7901"	"Prkcd"	1	"Trim28_S473"	1
"7902"	"Prkcd"	1	"Tfrc_S24"	1
"7903"	"Prkcd"	1	"Vps72_S132"	1
"7904"	"Prkcd"	1	"Hand1_S109"	1
"7905"	"Prkcd"	1	"Hand1_S98"	1
"7906"	"Prkcd"	1	"Hand1_T107"	1
"7907"	"Prkcd"	1	"Sqstm1_S351"	1
"7908"	"Prkcd"	1	"Prex1_S314"	1
"7909"	"Prkcd"	1	"Eif2s1_S52"	1
"7910"	"Prkcd"	1	"Vrk1_S355"	1
"7911"	"Prkcd"	1	"Chn2_S172"	1
"7912"	"Prkcd"	1	"Tbl1xr1_S123"	1
"7913"	"Prkcd"	1	"Nalcn_S1653"	1
"7914"	"Prkcd"	1	"Dnm1l_S622"	1
"7915"	"Prkcd"	1	"Dnm1l_S616"	1
"7916"	"Prkcd"	1	"Camkk1_T108"	1
"7917"	"Prkcd"	1	"Myh9_S1916"	1
"7918"	"Prkcd"	1	"Pxn_T572"	1
"7919"	"Prkcd"	1	"Ppp1r14a_T38"	1
"7920"	"Prkcd"	1	"Ankrd54_S14"	1
"7921"	"Prkcd"	1	"Ankrd54_S19"	1
"7922"	"Prkcd"	1	"Ankrd54_S17"	1
"7923"	"Prkcd"	1	"Ankrd54_S18"	1
"7924"	"Prkcd"	1	"Mapk8_S129"	1
"7925"	"Prkcd"	1	"Cdk9_T186"	1
"7926"	"Prkcd"	1	"Tirap_Y106"	1
"7927"	"Prkcd"	1	"Grk2_S29"	1
"7928"	"Prkcd"	1	"Raf1_S499"	1
"7929"	"Prkcd"	1	"Ywhab_S60"	1
"7930"	"Prkcd"	1	"Ywhab_S59"	1
"7931"	"Prkcd"	1	"Rgs19_T201"	1
"7932"	"Prkcd"	1	"Blvra_S21"	1
"7933"	"Prkcd"	1	"Blvra_S33"	1
"7934"	"Prkcd"	1	"Gng12_S2"	1
"7935"	"Prkcd"	1	"Trpv4_S189"	1
"7936"	"Prkcd"	1	"Trpv4_S162"	1
"7937"	"Prkcd"	1	"Trpv4_T175"	1
"7938"	"Prkcd"	1	"Dap3_T186"	1
"7939"	"Prkcd"	1	"Dap3_S31"	1
"7940"	"Prkcd"	1	"Dap3_T230"	1
"7941"	"Prkcd"	1	"Dap3_S281"	1
"7942"	"Prkcd"	1	"Eif4enif1_S137"	1
"7943"	"Prkcd"	1	"Plek_S113"	1
"7944"	"Prkcd"	1	"Plek_S117"	1
"7945"	"Prkcd"	1	"Plek_T114"	1
"7946"	"Prkcd"	1	"Slc29a1_S281"	1
"7947"	"Prkcd"	1	"Plscr3_S13"	1
"7948"	"Prkcd"	1	"Plscr1_T170"	1
"7949"	"Prkcd"	1	"Tp73_S281"	1
"7950"	"Prkcd"	1	"Hspb8_S14"	1
"7951"	"Prkcd"	1	"Hspb8_T63"	1
"7952"	"Prkcd"	1	"Habp4_T352"	1
"7953"	"Prkcd"	1	"Habp4_T373"	1
"7954"	"Prkcd"	1	"Bag3_S193"	1
"7955"	"Prkcd"	1	"Bag3_S187"	1
"7956"	"Prkcd"	1	"Cyth1_T394"	1
"7957"	"Prkcd"	1	"Cyth1_S394"	1
"7958"	"Prkcd"	1	"Cyth1_T395"	1
"7959"	"Prkcd"	1	"Cyth1_S393"	1
"7960"	"Prkcd"	1	"Xk_S63"	1
"7961"	"Prkcd"	1	"Casr_T898"	1
"7962"	"Prkcd"	1	"Add3_S693"	1
"7963"	"Prkcd"	1	"Add2_S712"	1
"7964"	"Prkcd"	1	"Akt3_S472"	1
"7965"	"Prkcd"	1	"Gsk3b_S9"	1
"7966"	"Prkcd"	1	"Aicda_S3"	1
"7967"	"Prkcd"	1	"Adam17_T735"	1
"7968"	"Prkcd"	1	"Klf5_S142"	1
"7969"	"Prkcd"	1	"Plcb1_S887"	1
"7970"	"Prkcd"	1	"Rps6kb2_S476"	1
"7971"	"Prkcd"	1	"Hdac5_S488"	1
"7972"	"Prkcd"	1	"Hdac5_S250"	1
"7973"	"Prkcd"	1	"Gria4_S862"	1
"7974"	"Prkcd"	1	"Gria4_T850"	1
"7975"	"Tbp"	1	"Gtf2a1_S282"	1
"7976"	"Tbp"	1	"Gtf2a1_S318"	1
"7977"	"Tbp"	1	"Gtf2a1_S323"	1
"7978"	"Epha3"	1	"Epha3_Y779"	1
"7979"	"Epha3"	1	"Epha3_Y602"	1
"7980"	"Epha3"	1	"Epha3_Y596"	1
"7981"	"Epha3"	1	"Stat3_Y705"	1
"7982"	"Epha3"	1	"Zyx_Y173"	1
"7983"	"Epha3"	1	"Srsf1_Y237"	1
"7984"	"Epha3"	1	"Srsf1_Y226"	1
"7985"	"Epha3"	1	"Srsf1_Y202"	1
"7986"	"Epha3"	1	"Srsf10_Y136"	1
"7987"	"Epha3"	1	"Srsf10_Y142"	1
"7988"	"Ccnd2"	1	"Rb1_S781"	1
"7989"	"Cdk4"	1	"Foxm1_T624"	1
"7990"	"Cdk4"	1	"Foxm1_T639"	1
"7991"	"Cdk4"	1	"Foxm1_T608"	1
"7992"	"Cdk4"	1	"Foxm1_D617"	1
"7993"	"Cdk4"	1	"Foxm1_S527"	1
"7994"	"Cdk4"	1	"Foxm1_S4"	1
"7995"	"Cdk4"	1	"Foxm1_S35"	1
"7996"	"Cdk4"	1	"Foxm1_T602"	1
"7997"	"Cdk4"	1	"Foxm1_T658"	1
"7998"	"Cdk4"	1	"Cdk2ap1_S25"	1
"7999"	"Cdk4"	1	"Mdm4_S315"	1
"8000"	"Cdk4"	1	"Pak1_T212"	1
"8001"	"Cdk4"	1	"Ctbp1_S412"	1
"8002"	"Cdk4"	1	"Syn1_S551"	1
"8003"	"Cdk4"	1	"Ncl_S67"	1
"8004"	"Cdk4"	1	"Ncl_T76"	1
"8005"	"Cdk4"	1	"Ncl_T92"	1
"8006"	"Cdk4"	1	"Ncl_T99"	1
"8007"	"Cdk4"	1	"Ncl_T106"	1
"8008"	"Cdk4"	1	"Ncl_T121"	1
"8009"	"Cdk4"	1	"Ncl_S563"	1
"8010"	"Cdk4"	1	"Ncl_T84"	1
"8011"	"Cdk4"	1	"Sod2_S106"	1
"8012"	"Cdk4"	1	"Myod1_S203"	1
"8013"	"Cdk4"	1	"Rb1_S781"	1
"8014"	"Cdk4"	1	"Rb1_S788"	1
"8015"	"Cdk4"	1	"Rb1_S804"	1
"8016"	"Cdk4"	1	"Rb1_S243"	1
"8017"	"Cdk4"	1	"Rb1_S787"	1
"8018"	"Cdk4"	1	"Rb1_T375"	1
"8019"	"Cdk4"	1	"Rb1_T246"	1
"8020"	"Cdk4"	1	"Rb1_T819"	1
"8021"	"Cdk4"	1	"Rb1_S809"	1
"8022"	"Cdk4"	1	"Rb1_S773"	1
"8023"	"Cdk4"	1	"Rb1_S800"	1
"8024"	"Cdk4"	1	"Dnmt1_S128"	1
"8025"	"Cdk4"	1	"Dnmt1_S956"	1
"8026"	"Cdk4"	1	"Lmnb1_S394"	1
"8027"	"Cdk4"	1	"Lmnb1_S24"	1
"8028"	"Cdk4"	1	"Tcf3_S245"	1
"8029"	"Cdk4"	1	"Tcf3_S140"	1
"8030"	"Cdk4"	1	"Esr1_S106"	1
"8031"	"Cdk4"	1	"Cbl_S484"	1
"8032"	"Cdk4"	1	"Ubtf_T117"	1
"8033"	"Cdk4"	1	"Ubtf_T201"	1
"8034"	"Cdk4"	1	"Ubtf_S484"	1
"8035"	"Cdk4"	1	"Ets1_T38"	1
"8036"	"Cdk4"	1	"Celf1_S328"	1
"8037"	"Cdk4"	1	"Celf1_S302"	1
"8038"	"Cdk4"	1	"Map2k1_T286"	1
"8039"	"Cdk4"	1	"Grin2a_S1232"	1
"8040"	"Cdk4"	1	"Prdx1_T90"	1
"8041"	"Cdk4"	1	"Lig1_S51"	1
"8042"	"Cdk4"	1	"Lig1_S114"	1
"8043"	"Cdk4"	1	"Cdkn1a_S132"	1
"8044"	"Cdk4"	1	"Lmna_T19"	1
"8045"	"Cdk4"	1	"Lmna_S22"	1
"8046"	"Cdk4"	1	"Brca1_S625"	1
"8047"	"Cdk4"	1	"Cdc25a_S40"	1
"8048"	"Cdk4"	1	"Atoh1_S309"	1
"8049"	"Cdk4"	1	"Psen1_T354"	1
"8050"	"Cdk4"	1	"Pkm_S37"	1
"8051"	"Cdk4"	1	"Cebpa_S193"	1
"8052"	"Cdk4"	1	"Stmn1_S38"	1
"8053"	"Cdk4"	1	"Rab4a_S204"	1
"8054"	"Cdk4"	1	"Hnrnpk_S116"	1
"8055"	"Cdk4"	1	"Hnrnpk_S216"	1
"8056"	"Cdk4"	1	"Hnrnpk_S284"	1
"8057"	"Cdk4"	1	"Csnk2b_S209"	1
"8058"	"Cdk4"	1	"Irf3_S123"	1
"8059"	"Cdk4"	1	"Irs2_S388"	1
"8060"	"Cdk4"	1	"Irs2_S1226"	1
"8061"	"Cdk4"	1	"Nfatc3_S300"	1
"8062"	"Cdk4"	1	"Nfatc3_S366"	1
"8063"	"Cdk4"	1	"Nfatc3_S296"	1
"8064"	"Cdk4"	1	"Nfatc3_S288"	1
"8065"	"Cdk4"	1	"Nfatc3_S292"	1
"8066"	"Cdk4"	1	"Nfatc3_S207"	1
"8067"	"Cdk4"	1	"Nfatc3_S163"	1
"8068"	"Cdk4"	1	"Nfatc3_S215"	1
"8069"	"Cdk4"	1	"Nfatc3_S211"	1
"8070"	"Cdk4"	1	"Dab1_S491"	1
"8071"	"Cdk4"	1	"Dab1_S515"	1
"8072"	"Cdk4"	1	"Vcp_T509"	1
"8073"	"Cdk4"	1	"Vcp_S664"	1
"8074"	"Cdk4"	1	"Gata4_S160"	1
"8075"	"Cdk4"	1	"Gata4_S105"	1
"8076"	"Cdk4"	1	"Runx2_S465"	1
"8077"	"Cdk4"	1	"Ppp1r13l_S110"	1
"8078"	"Cdk4"	1	"Ppp1r13l_S158"	1
"8079"	"Cdk4"	1	"Ppp1r13l_S183"	1
"8080"	"Cdk4"	1	"Ppp1r13l_S187"	1
"8081"	"Cdk4"	1	"Ppp1r13l_S53"	1
"8082"	"Cdk4"	1	"Ppp1r13l_S84"	1
"8083"	"Cdk4"	1	"Ppp1r13l_S120"	1
"8084"	"Cdk4"	1	"Ppp1r13l_T123"	1
"8085"	"Cdk4"	1	"Ppp1r13l_S113"	1
"8086"	"Cdk4"	1	"Ppp1r13l_S569"	1
"8087"	"Cdk4"	1	"Xrcc1_S142"	1
"8088"	"Cdk4"	1	"Xrcc1_S201"	1
"8089"	"Cdk4"	1	"Xrcc1_S268"	1
"8090"	"Cdk4"	1	"Csnk2a1_T360"	1
"8091"	"Cdk4"	1	"Csnk2a1_S362"	1
"8092"	"Cdk4"	1	"Csnk2a1_S370"	1
"8093"	"Cdk4"	1	"Csnk2a1_T344"	1
"8094"	"Cdk4"	1	"Khdrbs1_S58"	1
"8095"	"Cdk4"	1	"Khdrbs1_T84"	1
"8096"	"Cdk4"	1	"Khdrbs1_T317"	1
"8097"	"Cdk4"	1	"Khdrbs1_T33"	1
"8098"	"Cdk4"	1	"Ppp1r1b_T75"	1
"8099"	"Cdk4"	1	"Neurod1_S274"	1
"8100"	"Cdk4"	1	"Foxf1_S336"	1
"8101"	"Cdk4"	1	"Mcm7_S365"	1
"8102"	"Cdk4"	1	"Rpa2_S23"	1
"8103"	"Cdk4"	1	"Rpa2_S29"	1
"8104"	"Cdk4"	1	"Mef2d_S98"	1
"8105"	"Cdk4"	1	"Mef2d_S110"	1
"8106"	"Cdk4"	1	"Runx3_S352"	1
"8107"	"Cdk4"	1	"Runx3_S356"	1
"8108"	"Cdk4"	1	"Rbl2_S689"	1
"8109"	"Cdk4"	1	"Rbl2_T401"	1
"8110"	"Cdk4"	1	"Rbl2_S673"	1
"8111"	"Cdk4"	1	"Rbl2_T418"	1
"8112"	"Cdk4"	1	"Rbl1_S751"	1
"8113"	"Cdk4"	1	"Rbl1_S650"	1
"8114"	"Cdk4"	1	"Rbl1_S959"	1
"8115"	"Cdk4"	1	"Rbl1_T369"	1
"8116"	"Cdk4"	1	"Rbl1_S975"	1
"8117"	"Cdk4"	1	"Rbl1_S615"	1
"8118"	"Cdk4"	1	"Rbl1_S640"	1
"8119"	"Cdk4"	1	"Rbl1_T332"	1
"8120"	"Cdk4"	1	"Rbl1_T385"	1
"8121"	"Cdk4"	1	"Xpo1_S391"	1
"8122"	"Cdk4"	1	"Nes_T316"	1
"8123"	"Cdk4"	1	"Smarcc2_T308"	1
"8124"	"Cdk4"	1	"Smarcc2_T322"	1
"8125"	"Cdk4"	1	"Smarcc2_S347"	1
"8126"	"Cdk4"	1	"Smarcc2_S283"	1
